customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal
CUST011467,5.88,15,0.89,0.06,4,1.07,1
CUST011468,3.73,21,0.16,0.27,9,3.5,0
CUST011469,9.52,17,0.2,0.07,7,2.97,1
CUST011470,11.74,8,0.3,0.11,3,1.32,0
CUST011471,1.5,23,0.11,0.37,3,2.38,1
CUST011472,1.52,20,0.51,0.27,4,2.71,1
CUST011473,3.1,21,0.75,0.34,6,2.58,0
CUST011474,8.24,3,0.16,0.38,0,3.4,0
CUST011475,2.63,1,0.38,0.45,3,2.81,1
CUST011476,7.17,25,0.64,0.1,7,3.1,1
CUST011477,13.72,3,0.85,0.35,10,2.54,0
CUST011478,15.59,12,0.9,0.24,7,1.02,0
CUST011479,17.74,13,0.17,0.06,3,2.23,1
CUST011480,8.22,2,0.8,0.19,1,1.2,1
CUST011481,13.08,18,0.67,0.41,9,2.6,1
CUST011482,2.64,11,0.55,0.06,4,1.07,0
CUST011483,15.79,4,0.4,0.26,2,3.65,0
CUST011484,8.62,13,0.05,0.13,0,1.78,0
CUST011485,19.57,10,0.74,0.23,0,1.25,1
CUST011486,3.2,15,0.81,0.47,4,1.13,0
CUST011487,18.3,13,0.38,0.11,7,1.41,0
CUST011488,15.66,18,0.47,0.42,6,1.9,0
CUST011489,13.89,21,0.12,0.04,9,1.53,0
CUST011490,16.37,19,0.66,0.08,4,2.54,0
CUST011491,15.51,17,0.29,0.46,1,4.66,0
CUST011492,11.51,21,0.63,0.33,3,2.03,1
CUST011493,7.94,4,0.14,0.46,0,3.9,0
CUST011494,1.88,15,0.55,0.17,7,4.26,1
CUST011495,7.53,3,0.64,0.08,7,3.24,0
CUST011496,6.58,25,0.16,0.31,3,3.55,0
CUST011497,19.68,11,0.67,0.26,9,4.65,0
CUST011498,16.74,20,0.55,0.26,3,4.77,0
CUST011499,12.73,2,0.71,0.04,7,3.87,0
CUST011500,6.03,4,0.12,0.42,1,3.76,0
CUST011501,8.74,19,0.43,0.1,6,1.04,0
CUST011502,7.64,2,0.15,0.21,4,4.34,0
CUST011503,3.18,6,0.09,0.45,1,3.98,0
CUST011504,2.01,10,0.08,0.34,1,2.48,0
CUST011505,14.76,12,0.4,0.48,5,3.78,0
CUST011506,1.89,14,0.33,0.28,7,1.57,1
CUST011507,1.05,8,0.08,0.26,3,3.53,0
CUST011508,2.77,17,0.67,0.31,4,4.76,0
CUST011509,16.97,24,0.94,0.48,6,2.76,0
CUST011510,10.27,11,0.28,0.25,5,1.6,0
CUST011511,13.76,8,0.02,0.12,9,1.83,0
CUST011512,18.82,16,0.14,0.45,10,1.5,1
CUST011513,13.36,7,0.32,0.16,3,4.99,0
CUST011514,5.29,1,0.2,0.29,0,3.96,0
CUST011515,19.67,23,0.7,0.28,9,2.64,0
CUST011516,12.31,13,0.6,0.11,10,3.68,0
CUST011517,4.88,12,0.49,0.13,3,2.25,0
CUST011518,12.66,23,0.06,0.01,1,1.52,0
CUST011519,4.21,20,0.2,0.39,7,2.79,0
CUST011520,9.93,15,0.64,0.36,3,1.01,1
CUST011521,17.28,15,0.99,0.06,3,3.6,0
CUST011522,1.05,10,0.05,0.14,6,4.39,0
CUST011523,13.4,5,0.45,0.22,4,2.86,0
CUST011524,6.91,23,0.88,0.28,2,2.94,0
CUST011525,9.84,7,0.94,0.36,8,1.58,0
CUST011526,9.3,17,0.29,0.49,6,2.66,0
CUST011527,2.29,22,0.41,0.16,3,3.4,0
CUST011528,5.3,5,0.04,0.05,7,2.13,0
CUST011529,7.62,13,0.83,0.14,8,1.13,0
CUST011530,15.83,3,0.87,0.25,4,2.14,0
CUST011531,15.67,8,0.01,0.46,4,4.46,0
CUST011532,11.35,4,0.28,0.02,7,5.0,0
CUST011533,15.48,13,0.34,0.01,7,3.56,0
CUST011534,19.75,14,0.71,0.04,0,2.61,0
CUST011535,3.07,18,0.91,0.17,10,3.93,1
CUST011536,2.61,8,0.13,0.34,5,4.37,0
CUST011537,4.83,5,0.42,0.31,1,4.19,0
CUST011538,12.94,4,0.1,0.27,6,4.54,0
CUST011539,17.49,1,0.59,0.5,6,1.42,0
CUST011540,10.09,19,0.78,0.07,8,4.89,0
CUST011541,7.73,12,0.35,0.11,4,2.15,0
CUST011542,11.97,13,0.43,0.1,3,4.24,0
CUST011543,2.18,18,0.83,0.14,9,2.98,1
CUST011544,8.24,4,0.57,0.4,4,4.96,0
CUST011545,6.82,21,0.55,0.23,10,5.0,0
CUST011546,16.37,16,0.4,0.24,0,1.98,0
CUST011547,15.35,8,0.85,0.48,9,3.26,0
CUST011548,13.74,9,0.45,0.3,10,2.39,1
CUST011549,15.02,23,0.02,0.01,1,3.86,0
CUST011550,18.68,13,0.63,0.36,6,4.3,0
CUST011551,7.87,19,0.11,0.47,2,4.75,0
CUST011552,9.39,5,0.22,0.45,9,3.83,0
CUST011553,1.16,21,0.11,0.49,0,1.15,1
CUST011554,6.37,20,0.55,0.09,2,1.93,0
CUST011555,7.71,2,0.27,0.4,0,3.0,1
CUST011556,6.29,3,0.31,0.02,1,1.2,0
CUST011557,14.64,24,0.11,0.24,0,4.37,1
CUST011558,8.0,11,0.35,0.44,6,4.46,1
CUST011559,17.72,3,0.57,0.48,9,4.28,0
CUST011560,8.9,18,0.63,0.06,4,3.21,0
CUST011561,6.0,25,0.28,0.06,9,2.43,0
CUST011562,10.15,3,0.6,0.15,2,4.17,0
CUST011563,10.9,8,0.64,0.14,0,4.26,1
CUST011564,12.86,24,0.86,0.08,8,2.52,0
CUST011565,3.15,21,0.22,0.2,3,4.58,0
CUST011566,11.58,10,0.33,0.37,10,1.08,0
CUST011567,8.03,19,0.6,0.29,9,3.43,1
CUST011568,5.02,22,0.34,0.47,10,4.9,0
CUST011569,6.93,23,0.64,0.12,8,2.47,0
CUST011570,16.05,16,0.5,0.42,2,3.51,1
CUST011571,12.95,7,0.03,0.37,1,4.91,1
CUST011572,9.99,22,0.16,0.49,4,2.16,0
CUST011573,8.77,16,0.08,0.06,10,1.87,0
CUST011574,11.42,15,0.56,0.3,10,3.34,1
CUST011575,10.41,14,0.8,0.47,5,2.08,0
CUST011576,3.47,24,0.43,0.01,6,4.53,1
CUST011577,5.55,5,0.55,0.06,2,3.21,0
CUST011578,1.74,25,0.77,0.48,8,2.23,1
CUST011579,5.91,5,0.45,0.31,0,1.76,0
CUST011580,16.26,25,0.2,0.0,1,3.1,0
CUST011581,3.19,13,0.7,0.08,4,4.27,1
CUST011582,9.94,13,0.57,0.09,1,1.59,0
CUST011583,12.99,21,0.26,0.19,3,2.92,0
CUST011584,5.36,5,0.8,0.47,3,2.73,0
CUST011585,18.43,25,0.88,0.08,1,1.69,0
CUST011586,10.07,14,0.53,0.17,9,2.25,1
CUST011587,9.2,17,0.69,0.04,3,3.84,0
CUST011588,18.6,21,0.76,0.1,9,1.35,0
CUST011589,10.32,14,0.96,0.41,7,3.25,0
CUST011590,3.72,1,0.71,0.41,3,4.74,1
CUST011591,12.63,19,0.51,0.31,10,4.77,1
CUST011592,12.93,19,0.26,0.32,3,4.52,0
CUST011593,11.77,11,0.5,0.37,2,3.64,0
CUST011594,2.08,18,0.73,0.2,2,4.76,0
CUST011595,19.45,21,0.45,0.48,6,2.24,0
CUST011596,13.97,4,0.08,0.07,2,4.46,0
CUST011597,17.98,20,0.53,0.17,3,2.8,0
CUST011598,17.52,9,0.21,0.15,9,4.14,0
CUST011599,18.77,19,0.09,0.4,5,3.58,0
CUST011600,5.38,6,0.76,0.36,2,1.57,1
CUST011601,10.54,20,0.76,0.1,6,2.85,0
CUST011602,3.29,9,0.31,0.11,4,3.02,0
CUST011603,3.68,9,0.38,0.14,3,3.98,0
CUST011604,14.29,24,0.09,0.48,10,3.98,0
CUST011605,12.7,23,0.48,0.09,8,4.85,0
CUST011606,1.15,4,0.69,0.25,1,4.61,1
CUST011607,8.23,8,0.52,0.37,3,1.19,1
CUST011608,2.04,9,0.21,0.07,0,1.03,0
CUST011609,12.84,17,0.8,0.48,0,2.76,0
CUST011610,6.31,16,0.86,0.42,7,3.5,1
CUST011611,6.19,11,0.91,0.09,5,1.17,0
CUST011612,16.14,20,0.56,0.12,10,3.68,0
CUST011613,15.57,23,0.84,0.14,0,1.1,0
CUST011614,10.69,13,0.86,0.1,2,2.68,0
CUST011615,5.87,17,0.01,0.45,7,1.54,0
CUST011616,15.57,2,0.35,0.14,2,4.76,0
CUST011617,13.49,19,0.69,0.38,1,2.36,0
CUST011618,11.71,1,0.27,0.42,4,3.4,0
CUST011619,5.62,8,0.9,0.29,7,2.98,1
CUST011620,1.66,14,0.91,0.48,2,3.25,0
CUST011621,9.41,13,0.36,0.13,6,3.3,0
CUST011622,3.43,7,0.92,0.09,2,3.98,1
CUST011623,6.83,17,0.23,0.28,4,4.06,1
CUST011624,14.81,1,0.23,0.17,2,4.48,0
CUST011625,14.74,12,0.71,0.13,10,4.17,0
CUST011626,7.81,19,0.4,0.14,7,1.49,0
CUST011627,8.99,8,0.02,0.23,7,3.9,0
CUST011628,19.25,19,0.08,0.14,3,2.98,0
CUST011629,4.24,12,0.12,0.23,7,3.32,0
CUST011630,16.58,11,1.0,0.39,5,1.89,1
CUST011631,15.21,21,0.54,0.23,2,4.74,0
CUST011632,14.34,15,0.68,0.01,4,4.46,0
CUST011633,16.07,3,0.3,0.15,1,1.21,0
CUST011634,1.97,7,0.67,0.09,6,4.69,0
CUST011635,17.01,15,0.35,0.19,0,2.31,1
CUST011636,2.76,17,0.03,0.23,6,4.77,1
CUST011637,18.43,12,0.81,0.31,6,4.42,0
CUST011638,10.79,15,0.18,0.34,6,4.68,1
CUST011639,1.37,6,0.25,0.13,5,1.4,0
CUST011640,5.28,10,0.38,0.47,2,4.44,0
CUST011641,18.97,1,0.12,0.01,0,1.44,0
CUST011642,18.37,12,0.16,0.29,6,1.91,0
CUST011643,1.39,2,0.08,0.35,8,1.73,0
CUST011644,5.35,19,0.38,0.33,2,2.88,0
CUST011645,18.95,21,0.43,0.1,8,3.14,0
CUST011646,9.57,15,0.79,0.47,3,4.35,0
CUST011647,8.39,6,0.22,0.46,1,2.54,1
CUST011648,15.63,16,0.99,0.29,10,2.92,0
CUST011649,14.3,17,0.19,0.24,3,2.25,1
CUST011650,4.12,21,0.61,0.29,7,4.04,1
CUST011651,17.59,14,0.22,0.39,5,2.47,0
CUST011652,12.95,10,0.85,0.13,8,3.4,1
CUST011653,10.13,6,0.79,0.35,0,4.08,0
CUST011654,6.47,1,0.7,0.3,1,2.83,0
CUST011655,8.19,1,0.33,0.0,8,1.68,0
CUST011656,2.12,18,0.85,0.43,7,4.38,1
CUST011657,16.54,22,0.22,0.25,1,4.63,0
CUST011658,15.44,23,0.0,0.23,2,1.04,0
CUST011659,6.33,23,0.44,0.45,6,3.62,0
CUST011660,7.89,7,0.49,0.41,10,2.2,0
CUST011661,12.69,3,0.26,0.24,2,1.1,0
CUST011662,17.19,24,0.05,0.11,5,2.33,1
CUST011663,12.88,3,0.72,0.04,10,1.17,0
CUST011664,16.18,1,0.71,0.42,5,3.71,0
CUST011665,15.27,2,0.38,0.3,8,4.22,0
CUST011666,4.27,10,0.42,0.37,8,3.13,0
CUST011667,13.95,23,0.29,0.02,2,1.12,1
CUST011668,18.91,6,0.94,0.11,3,1.59,0
CUST011669,1.34,1,0.23,0.17,3,1.96,0
CUST011670,16.15,15,0.75,0.04,2,3.79,1
CUST011671,10.89,11,0.13,0.37,0,1.34,1
CUST011672,4.37,21,0.15,0.47,8,3.79,1
CUST011673,8.81,23,0.82,0.11,3,4.72,0
CUST011674,14.24,22,0.56,0.4,2,3.58,0
CUST011675,17.86,21,0.83,0.1,4,1.96,1
CUST011676,2.24,15,0.22,0.17,5,1.12,0
CUST011677,6.98,19,0.77,0.42,1,1.04,0
CUST011678,1.14,25,0.15,0.44,9,2.88,1
CUST011679,19.68,18,0.89,0.45,0,1.51,0
CUST011680,10.03,4,0.99,0.07,6,3.3,0
CUST011681,7.54,8,0.39,0.45,1,3.35,0
CUST011682,15.42,14,0.67,0.26,9,4.17,1
CUST011683,19.44,18,0.97,0.39,7,2.95,0
CUST011684,4.1,10,0.04,0.12,0,2.36,1
CUST011685,3.47,1,0.22,0.04,4,3.09,1
CUST011686,3.4,9,0.74,0.17,1,3.69,0
CUST011687,17.77,13,0.09,0.49,1,3.58,0
CUST011688,2.01,9,0.31,0.44,9,3.38,0
CUST011689,6.46,1,0.94,0.39,10,3.94,0
CUST011690,17.88,10,0.77,0.14,5,3.34,0
CUST011691,17.0,4,0.18,0.08,5,1.64,0
CUST011692,4.69,4,0.1,0.42,7,4.27,0
CUST011693,3.88,5,0.71,0.31,9,2.1,0
CUST011694,5.32,23,0.25,0.37,2,2.28,0
CUST011695,6.28,19,0.02,0.45,2,4.01,0
CUST011696,9.98,4,0.94,0.15,5,3.7,1
CUST011697,6.8,1,0.31,0.42,10,4.15,0
CUST011698,6.59,14,0.08,0.18,9,4.04,0
CUST011699,2.91,23,0.67,0.44,6,1.72,1
CUST011700,17.38,24,0.05,0.33,3,4.16,0
CUST011701,9.45,6,0.2,0.46,5,1.08,0
CUST011702,11.55,23,0.37,0.23,3,3.15,0
CUST011703,11.16,5,0.2,0.34,10,1.08,0
CUST011704,1.4,18,0.48,0.27,0,2.1,1
CUST011705,11.48,18,0.52,0.17,3,3.61,0
CUST011706,19.2,21,0.49,0.39,7,1.99,0
CUST011707,15.48,8,0.65,0.32,5,4.57,0
CUST011708,5.43,24,0.37,0.04,0,3.9,0
CUST011709,17.03,23,0.41,0.18,4,3.63,0
CUST011710,2.44,13,0.29,0.18,2,3.07,0
CUST011711,10.05,24,0.21,0.27,10,4.7,0
CUST011712,1.51,12,0.68,0.31,0,4.7,0
CUST011713,13.26,3,0.62,0.38,1,2.07,0
CUST011714,12.32,25,0.52,0.22,2,1.32,0
CUST011715,6.56,11,0.28,0.36,8,4.68,0
CUST011716,5.38,6,0.07,0.5,7,3.76,0
CUST011717,17.84,18,0.14,0.4,8,4.25,0
CUST011718,3.88,13,0.16,0.15,0,1.87,1
CUST011719,19.53,15,0.36,0.38,4,4.22,0
CUST011720,8.33,1,0.68,0.05,3,2.59,1
CUST011721,19.38,12,0.17,0.19,8,4.16,0
CUST011722,13.64,17,0.63,0.43,0,1.12,0
CUST011723,15.65,19,0.88,0.01,7,3.24,1
CUST011724,7.62,18,0.05,0.21,6,3.58,1
CUST011725,18.46,10,0.62,0.43,2,1.49,1
CUST011726,5.0,8,0.97,0.44,5,1.94,0
CUST011727,12.8,11,0.36,0.23,4,4.44,0
CUST011728,14.98,12,0.24,0.16,9,2.16,0
CUST011729,15.83,2,0.49,0.48,5,4.27,0
CUST011730,5.01,12,0.79,0.25,9,2.01,1
CUST011731,7.9,11,0.97,0.24,7,3.88,0
CUST011732,10.06,20,0.37,0.4,1,4.39,1
CUST011733,2.37,7,0.28,0.25,7,2.27,0
CUST011734,15.89,18,0.11,0.4,3,3.47,1
CUST011735,6.5,10,0.34,0.09,5,2.01,0
CUST011736,14.63,5,0.38,0.34,7,3.06,0
CUST011737,3.76,11,0.5,0.38,10,2.19,1
CUST011738,13.31,13,0.2,0.07,0,2.44,0
CUST011739,8.39,12,0.76,0.23,8,1.32,1
CUST011740,13.05,2,0.47,0.17,1,4.21,0
CUST011741,3.93,22,0.91,0.17,2,2.84,1
CUST011742,18.66,25,0.76,0.04,3,3.31,1
CUST011743,6.9,23,0.51,0.37,8,2.98,0
CUST011744,2.35,13,0.53,0.01,0,2.39,1
CUST011745,10.08,17,0.64,0.25,3,1.61,1
CUST011746,18.71,14,0.65,0.16,10,4.86,0
CUST011747,17.77,5,0.14,0.33,10,3.24,0
CUST011748,4.66,19,0.23,0.28,8,2.29,0
CUST011749,16.86,24,0.1,0.46,3,4.36,1
CUST011750,15.03,16,0.26,0.36,4,2.76,0
CUST011751,13.04,4,0.31,0.42,1,1.16,0
CUST011752,14.14,24,0.83,0.32,9,1.77,0
CUST011753,6.41,21,0.51,0.16,7,1.02,0
CUST011754,1.77,20,0.77,0.04,2,4.71,0
CUST011755,9.41,21,0.76,0.06,5,4.71,0
CUST011756,1.64,2,0.04,0.03,3,1.41,1
CUST011757,10.25,22,0.79,0.14,7,3.98,0
CUST011758,15.71,17,0.91,0.07,10,1.54,1
CUST011759,3.32,5,0.36,0.24,8,2.85,0
CUST011760,5.88,21,0.62,0.17,8,2.46,0
CUST011761,3.01,17,0.59,0.33,6,4.03,0
CUST011762,18.18,4,0.77,0.12,8,1.94,0
CUST011763,18.39,9,0.79,0.39,3,3.88,0
CUST011764,6.08,15,0.85,0.07,6,2.4,0
CUST011765,7.58,2,0.56,0.23,9,2.84,1
CUST011766,11.52,1,0.42,0.12,7,3.66,1
CUST011767,16.02,19,0.48,0.32,4,3.14,0
CUST011768,2.12,20,0.42,0.0,10,3.65,0
CUST011769,10.66,9,0.13,0.27,5,4.59,0
CUST011770,7.47,21,0.98,0.48,10,4.14,1
CUST011771,16.46,10,0.41,0.2,4,4.82,0
CUST011772,7.96,2,0.1,0.08,7,3.84,0
CUST011773,8.28,6,0.2,0.41,6,2.95,0
CUST011774,11.79,21,0.15,0.1,5,1.5,0
CUST011775,10.78,8,0.78,0.37,4,2.04,0
CUST011776,17.18,12,0.11,0.06,9,4.4,0
CUST011777,5.64,13,0.71,0.0,0,1.37,0
CUST011778,12.58,24,0.18,0.01,4,2.87,1
CUST011779,7.28,19,0.8,0.41,10,3.46,0
CUST011780,6.57,7,0.46,0.35,9,1.28,0
CUST011781,7.32,21,0.82,0.2,10,3.5,0
CUST011782,2.83,19,0.78,0.05,0,4.45,1
CUST011783,3.03,20,0.89,0.18,9,3.5,0
CUST011784,17.08,12,0.01,0.13,8,4.63,0
CUST011785,8.38,15,0.71,0.07,8,3.71,0
CUST011786,2.39,22,0.72,0.16,7,2.86,1
CUST011787,4.16,22,0.63,0.17,8,2.53,1
CUST011788,13.39,16,0.18,0.43,8,3.96,0
CUST011789,11.98,7,0.13,0.34,4,1.07,0
CUST011790,16.28,16,0.3,0.06,3,1.66,1
CUST011791,19.3,15,0.77,0.12,10,4.85,0
CUST011792,3.66,22,0.73,0.33,7,4.29,0
CUST011793,8.25,13,0.4,0.31,1,2.59,0
CUST011794,1.79,22,0.73,0.32,10,2.69,0
CUST011795,6.75,11,0.32,0.37,10,3.92,1
CUST011796,16.56,21,0.76,0.38,0,2.01,0
CUST011797,2.93,18,0.76,0.05,3,4.93,1
CUST011798,17.63,6,0.53,0.18,2,3.11,0
CUST011799,14.95,23,0.76,0.04,8,4.22,1
CUST011800,13.19,1,0.04,0.16,3,3.04,0
CUST011801,4.58,14,0.16,0.01,9,4.65,0
CUST011802,2.07,11,0.37,0.1,2,3.96,0
CUST011803,14.44,11,0.81,0.31,10,3.37,0
CUST011804,8.74,24,0.64,0.06,2,3.74,1
CUST011805,2.97,25,0.86,0.25,2,3.12,0
CUST011806,12.11,22,0.78,0.24,6,2.71,1
CUST011807,6.48,6,0.13,0.1,7,1.0,1
CUST011808,17.52,23,0.76,0.11,10,1.01,0
CUST011809,10.35,4,0.41,0.39,4,2.61,0
CUST011810,17.42,5,0.1,0.18,4,4.74,0
CUST011811,1.22,2,0.39,0.13,3,3.13,1
CUST011812,6.3,5,0.87,0.47,3,4.4,1
CUST011813,8.57,16,0.99,0.37,1,2.42,1
CUST011814,2.78,20,0.67,0.36,5,1.49,0
CUST011815,11.44,19,0.99,0.16,3,2.21,0
CUST011816,18.16,11,0.12,0.47,5,4.12,0
CUST011817,8.43,15,0.08,0.01,0,2.5,0
CUST011818,14.4,5,0.49,0.37,0,3.68,1
CUST011819,11.89,4,0.97,0.36,7,4.66,1
CUST011820,5.6,7,0.71,0.3,6,4.7,0
CUST011821,10.7,9,0.28,0.19,5,1.88,0
CUST011822,5.18,16,0.47,0.45,6,1.77,1
CUST011823,6.47,6,0.85,0.17,1,4.85,0
CUST011824,6.11,8,0.44,0.05,10,4.97,0
CUST011825,17.91,21,0.82,0.08,2,4.88,0
CUST011826,18.65,24,0.44,0.34,0,4.97,0
CUST011827,8.79,11,0.11,0.43,0,2.91,0
CUST011828,19.75,13,0.55,0.01,1,2.97,0
CUST011829,14.64,6,0.03,0.21,2,1.62,0
CUST011830,13.22,18,0.96,0.31,10,3.78,1
CUST011831,8.53,23,0.56,0.27,10,4.04,1
CUST011832,17.28,13,0.66,0.49,4,4.31,1
CUST011833,3.37,18,0.51,0.45,5,4.78,1
CUST011834,8.22,1,0.73,0.21,4,1.49,1
CUST011835,17.81,11,0.93,0.25,5,1.07,1
CUST011836,16.5,2,0.48,0.04,2,1.76,0
CUST011837,3.89,7,0.69,0.15,5,1.51,1
CUST011838,18.44,16,0.96,0.07,7,1.92,0
CUST011839,12.25,18,0.15,0.08,9,2.35,0
CUST011840,19.03,10,0.96,0.42,3,3.78,1
CUST011841,14.69,5,0.47,0.27,7,3.54,0
CUST011842,14.89,7,0.1,0.11,9,4.85,0
CUST011843,7.37,2,0.27,0.21,4,2.16,0
CUST011844,2.73,14,0.21,0.32,0,1.89,1
CUST011845,13.31,6,0.1,0.02,3,4.45,0
CUST011846,15.44,13,0.67,0.02,10,1.96,0
CUST011847,16.43,5,0.14,0.41,6,3.34,0
CUST011848,15.07,19,0.64,0.21,0,2.17,1
CUST011849,13.78,22,0.81,0.02,2,2.52,1
CUST011850,7.66,19,0.56,0.06,7,4.73,0
CUST011851,11.42,11,0.92,0.41,10,1.77,1
CUST011852,3.51,4,0.86,0.27,7,1.08,0
CUST011853,18.75,2,0.47,0.15,6,3.07,0
CUST011854,16.64,15,0.11,0.18,0,2.28,0
CUST011855,16.95,3,0.78,0.2,5,3.66,0
CUST011856,8.49,6,0.57,0.5,0,3.14,1
CUST011857,19.78,19,0.75,0.06,3,4.18,1
CUST011858,4.06,20,0.53,0.31,0,4.57,0
CUST011859,5.0,20,0.88,0.47,7,1.36,0
CUST011860,17.82,4,0.26,0.04,6,4.83,1
CUST011861,8.45,3,0.62,0.28,8,1.85,0
CUST011862,13.72,22,0.05,0.1,3,4.78,0
CUST011863,19.12,8,0.48,0.08,9,2.69,0
CUST011864,17.66,3,0.07,0.06,9,4.58,1
CUST011865,8.89,13,0.08,0.07,10,4.53,0
CUST011866,10.31,4,0.16,0.45,0,4.38,0
CUST011867,1.44,8,0.58,0.12,0,3.13,0
CUST011868,6.31,6,0.32,0.3,2,3.16,0
CUST011869,8.51,2,0.11,0.48,0,1.7,0
CUST011870,13.03,5,0.08,0.34,2,1.38,0
CUST011871,5.36,21,0.65,0.14,7,3.13,0
CUST011872,3.37,9,0.2,0.37,2,1.14,1
CUST011873,3.12,2,0.21,0.01,5,1.38,1
CUST011874,6.35,18,0.09,0.43,5,1.26,0
CUST011875,17.36,18,0.82,0.05,8,1.1,0
CUST011876,1.95,6,0.59,0.34,8,3.48,0
CUST011877,11.29,2,0.17,0.42,6,2.31,1
CUST011878,19.74,6,0.38,0.13,10,4.58,0
CUST011879,11.78,23,0.72,0.2,0,4.55,0
CUST011880,18.44,6,0.44,0.12,6,3.59,0
CUST011881,19.14,18,0.62,0.48,0,2.38,0
CUST011882,18.39,9,0.11,0.18,6,2.98,0
CUST011883,13.41,12,0.29,0.46,8,4.61,0
CUST011884,16.19,5,0.11,0.04,4,2.99,0
CUST011885,15.54,1,0.12,0.32,9,3.11,0
CUST011886,14.79,23,0.44,0.35,0,1.64,0
CUST011887,5.08,9,0.9,0.16,7,4.94,1
CUST011888,1.88,21,0.5,0.16,4,4.98,0
CUST011889,19.81,11,0.24,0.13,2,4.0,0
CUST011890,17.9,7,0.66,0.43,7,1.25,0
CUST011891,13.17,23,0.7,0.1,4,4.11,0
CUST011892,18.94,18,0.9,0.12,8,2.3,1
CUST011893,10.49,15,0.16,0.48,0,1.65,0
CUST011894,15.47,23,0.34,0.29,9,1.19,0
CUST011895,4.9,11,0.44,0.34,7,4.11,0
CUST011896,1.57,25,0.15,0.36,0,4.25,0
CUST011897,5.49,3,0.23,0.04,2,1.6,0
CUST011898,1.15,17,0.59,0.45,8,1.6,0
CUST011899,15.28,5,0.57,0.47,8,4.19,0
CUST011900,17.2,13,0.64,0.41,8,2.4,1
CUST011901,4.97,20,0.91,0.37,2,1.36,1
CUST011902,17.47,5,0.35,0.15,6,3.49,0
CUST011903,11.8,3,0.54,0.13,10,4.84,0
CUST011904,19.05,9,0.0,0.17,1,1.18,0
CUST011905,17.15,1,0.89,0.26,5,4.36,1
CUST011906,14.36,16,0.5,0.18,1,2.06,0
CUST011907,5.93,14,0.56,0.08,0,1.7,0
CUST011908,1.2,24,0.61,0.5,6,4.56,1
CUST011909,14.41,1,0.79,0.21,3,2.19,1
CUST011910,8.0,21,0.08,0.32,6,1.7,0
CUST011911,15.49,16,0.19,0.11,9,4.83,0
CUST011912,3.0,21,0.5,0.03,1,1.36,1
CUST011913,13.04,19,0.63,0.1,8,4.49,1
CUST011914,14.34,4,0.3,0.12,2,4.02,0
CUST011915,14.94,9,0.15,0.17,2,1.87,0
CUST011916,6.59,12,0.29,0.49,3,4.0,0
CUST011917,15.82,22,0.28,0.0,10,1.23,0
CUST011918,11.51,13,0.29,0.1,0,1.2,1
CUST011919,17.64,20,0.6,0.05,1,4.07,0
CUST011920,15.36,18,0.29,0.09,10,4.26,0
CUST011921,7.26,1,0.85,0.02,8,3.0,0
CUST011922,4.41,23,0.67,0.5,1,2.65,0
CUST011923,2.91,23,0.32,0.45,8,4.06,0
CUST011924,5.41,22,0.95,0.31,6,1.67,1
CUST011925,11.87,4,0.45,0.41,5,2.38,1
CUST011926,17.62,16,0.81,0.34,7,2.03,0
CUST011927,19.44,24,0.55,0.45,0,1.86,0
CUST011928,19.68,10,0.82,0.47,0,1.85,1
CUST011929,9.18,8,0.1,0.07,6,2.14,0
CUST011930,19.08,19,0.67,0.16,5,4.82,0
CUST011931,15.05,20,0.91,0.46,6,4.0,1
CUST011932,5.62,5,1.0,0.16,10,3.69,0
CUST011933,17.05,14,0.18,0.3,1,2.5,0
CUST011934,5.64,11,0.01,0.44,1,1.54,1
CUST011935,17.68,19,0.6,0.31,0,4.31,1
CUST011936,10.68,16,0.36,0.07,0,3.28,0
CUST011937,11.51,16,0.29,0.3,8,2.76,0
CUST011938,16.31,1,0.56,0.47,2,3.07,1
CUST011939,17.86,2,0.52,0.28,2,2.47,1
CUST011940,8.6,10,0.93,0.11,9,1.49,0
CUST011941,16.77,22,0.58,0.14,10,2.73,0
CUST011942,10.97,22,0.59,0.41,9,2.58,1
CUST011943,13.85,3,0.83,0.42,0,2.02,0
CUST011944,7.65,6,0.59,0.44,9,4.16,0
CUST011945,12.1,16,0.98,0.22,5,4.37,0
CUST011946,16.55,20,0.91,0.49,7,2.98,1
CUST011947,4.72,15,0.46,0.43,10,4.34,0
CUST011948,7.38,22,0.05,0.25,5,2.9,0
CUST011949,2.63,20,0.79,0.14,6,3.58,1
CUST011950,2.93,24,0.86,0.37,7,2.55,0
CUST011951,12.96,9,0.19,0.49,2,4.18,0
CUST011952,15.99,13,0.15,0.01,10,3.34,0
CUST011953,3.74,20,0.78,0.21,4,2.35,1
CUST011954,2.4,6,1.0,0.48,0,1.53,1
CUST011955,7.32,13,0.39,0.15,4,4.74,0
CUST011956,14.71,25,0.96,0.44,3,4.02,0
CUST011957,14.24,2,0.87,0.34,10,1.75,0
CUST011958,13.31,3,0.52,0.49,3,3.04,1
CUST011959,1.73,25,0.26,0.46,9,4.85,0
CUST011960,14.84,15,0.06,0.01,6,2.92,0
CUST011961,19.99,13,0.87,0.47,9,3.49,0
CUST011962,17.32,22,0.32,0.01,9,4.67,0
CUST011963,5.15,18,0.73,0.33,1,1.63,0
CUST011964,4.72,13,0.33,0.38,0,1.16,0
